playerID,yearID,inducted
careyma01,1949,N
wilsoha01,1949,N
harribu01,1949,N
youngro01,1949,N
gowdyha01,1949,N
grimmch01,1949,N
kleinch01,1949,N
bottoji01,1949,N
grimebu01,1949,N
mcinnst01,1949,N
dykesji01,1949,N
hoytwa01,1949,N
southbi01,1949,N
hartnga01,1949,N
combsea01,1949,N
faberre01,1949,N
jackstr01,1949,N
oneilst01,1949,N
wilsoji01,1949,N
lazzeto01,1949,N
adamsba01,1949,N
bancrda01,1949,N
hermaba01,1949,N
coopewi01,1949,N
cuyleki01,1949,N
gosligo01,1949,N
hackst01,1949,N
hardeme01,1949,N
marquru01,1949,N
odoulle01,1949,N
rixeyep01,1949,N
ruffire01,1949,N
covelst01,1949,N
meusebo01,1949,N
ricesa01,1949,N
scottev01,1949,N
stengca01,1949,N
wanerll01,1949,N
bendech01,1949,N
duganjo01,1949,N
earnsge01,1949,N
fitzsfr01,1949,N
gelbech01,1949,N
hafeych01,1949,N
haineje01,1949,N
jurgebi01,1949,N
lucasre01,1949,N
rommeed01,1949,N
shockur01,1949,N
warnelo01,1949,N
willicy01,1949,N
averiea01,1949,N
bluegos01,1949,N
bodiepi01,1949,N
burnsge01,1949,N
chapmbe01,1949,N
davissp01,1949,N
durocle01,1949,N
ehmkeho01,1949,N
ferrewe01,1949,N
fletcar01,1949,N
judgejo01,1949,N
kellyge01,1949,N
kerrdi01,1949,N
lindsfr01,1949,N
lopezal01,1949,N
manushe01,1949,N
myerbu01,1949,N
nehfar01,1949,N
peckiro01,1949,N
pruethu01,1949,N
ringji01,1949,N
rootch01,1949,N
selkige01,1949,N
sherdbi01,1949,N
toneyfr01,1949,N
werbebi01,1949,N
wittwh01,1949,N
wrighgl01,1949,N
brownmo01,1949,Y
nichoki01,1949,Y
ottme01,1950,N
terrybi01,1950,N
foxxji01,1950,N
wanerpa01,1950,N
simmoal01,1950,N
heilmha01,1950,N
deandi01,1950,N
dickebi01,1950,N
maranra01,1950,N
greenha01,1950,N
hartnga01,1950,N
vanceda01,1950,N
lyonste01,1950,N
cronijo01,1950,N
lazzeto01,1950,N
gomezle01,1950,N
wheatza01,1950,N
youngro01,1950,N
roushed01,1950,N
schalra01,1950,N
wilsoha01,1950,N
careyma01,1950,N
kleinch01,1950,N
grimmch01,1950,N
ruffire01,1950,N
cuyleki01,1950,N
haineje01,1950,N
hoytwa01,1950,N
bancrda01,1950,N
faberre01,1950,N
odoulle01,1950,N
willicy01,1950,N
bottoji01,1950,N
hackst01,1950,N
martipe01,1950,N
rolfere01,1950,N
adamsba01,1950,N
bendech01,1950,N
gowdyha01,1950,N
grimebu01,1950,N
jackstr01,1950,N
rixeyep01,1950,N
bakerfr01,1950,N
hafeych01,1950,N
harribu01,1950,N
ofarrbo01,1950,N
ruelmu01,1950,N
waltebu01,1950,N
wilsoji01,1950,N
combsea01,1950,N
lombaer01,1950,N
scottev01,1950,N
stengca01,1950,N
burnsge01,1950,N
chandsp01,1950,N
dykesji01,1950,N
earnsge01,1950,N
fonsele01,1950,N
gosligo01,1950,N
grohhe01,1950,N
hardeme01,1950,N
hermaba01,1950,N
higgipi01,1950,N
hoopeha01,1950,N
huggimi01,1950,N
meusebo01,1950,N
nehfar01,1950,N
theveto01,1950,N
wrighgl01,1950,N
covelst01,1950,N
crosefr01,1950,N
derripa01,1950,N
ensje01,1950,N
fitzsfr01,1950,N
fletcar01,1950,N
gelbech01,1950,N
gonzami01,1950,N
jonesfi01,1950,N
lucasre01,1950,N
luquedo01,1950,N
mageesh01,1950,N
marbefi01,1950,N
mcinnst01,1950,N
mckecbi01,1950,N
milancl01,1950,N
moorejo02,1950,N
moorete01,1950,N
oneilst01,1950,N
pruethu01,1950,N
ricesa01,1950,N
rommeed01,1950,N
rootch01,1950,N
schanwa01,1950,N
selkige01,1950,N
sherdbi01,1950,N
southbi01,1950,N
wambsbi01,1950,N
wanerll01,1950,N
werbebi01,1950,N
woodjo02,1950,N
ottme01,1951,Y
foxxji01,1951,Y
wanerpa01,1951,N
heilmha01,1951,N
terrybi01,1951,N
deandi01,1951,N
dickebi01,1951,N
simmoal01,1951,N
maranra01,1951,N
lyonste01,1951,N
vanceda01,1951,N
greenha01,1951,N
hartnga01,1951,N
cronijo01,1951,N
schalra01,1951,N
bendech01,1951,N
youngro01,1951,N
careyma01,1951,N
lazzeto01,1951,N
gowdyha01,1951,N
gomezle01,1951,N
roushed01,1951,N
wilsoha01,1951,N
martipe01,1951,N
wheatza01,1951,N
kleinch01,1951,N
hoytwa01,1951,N
odoulle01,1951,N
adamsba01,1951,N
bancrda01,1951,N
grimmch01,1951,N
harribu01,1951,N
ruffire01,1951,N
bakerfr01,1951,N
cuyleki01,1951,N
faberre01,1951,N
mckecbi01,1951,N
stengca01,1951,N
willicy01,1951,N
bottoji01,1951,N
rolfere01,1951,N
grimebu01,1951,N
rixeyep01,1951,N
woodjo02,1951,N
fletcar01,1951,N
jackstr01,1951,N
nehfar01,1951,N
schacal01,1951,N
southbi01,1951,N
dykesji01,1951,N
hackst01,1951,N
hoopeha01,1951,N
kerrdi01,1951,N
lombaer01,1951,N
marquru01,1951,N
mcinnst01,1951,N
oneilst01,1951,N
lewisdu01,1951,N
mageesh01,1951,N
scottev01,1951,N
selkige01,1951,N
wilsoji01,1951,N
bartedi01,1951,N
chandsp01,1951,N
coombja01,1951,N
coopewi01,1951,N
daubeja01,1951,N
derripa01,1951,N
ehmkeho01,1951,N
gelbech01,1951,N
hafeych01,1951,N
hardeme01,1951,N
hermaba01,1951,N
higgipi01,1951,N
jordati01,1951,N
mccarjo99,1951,N
milancl01,1951,N
paigesa01,1951,N
pruethu01,1951,N
ricesa01,1951,N
rommeed01,1951,N
rudoldi01,1951,N
ruelmu01,1951,N
sherdbi01,1951,N
wanerll01,1951,N
wrighgl01,1951,N
heilmha01,1952,Y
wanerpa01,1952,Y
terrybi01,1952,N
deandi01,1952,N
simmoal01,1952,N
dickebi01,1952,N
maranra01,1952,N
vanceda01,1952,N
lyonste01,1952,N
hartnga01,1952,N
greenha01,1952,N
bendech01,1952,N
cronijo01,1952,N
schalra01,1952,N
careyma01,1952,N
gowdyha01,1952,N
youngro01,1952,N
martipe01,1952,N
wheatza01,1952,N
gomezle01,1952,N
lazzeto01,1952,N
stengca01,1952,N
roushed01,1952,N
wilsoha01,1952,N
kleinch01,1952,N
odoulle01,1952,N
harribu01,1952,N
hoytwa01,1952,N
bancrda01,1952,N
lewisdu01,1952,N
cuyleki01,1952,N
hardeme01,1952,N
oneilst01,1952,N
ruffire01,1952,N
adamsba01,1952,N
faberre01,1952,N
grimebu01,1952,N
kerrdi01,1952,N
marquru01,1952,N
bottoji01,1952,N
wilsoji01,1952,N
grimmch01,1952,N
dykesji01,1952,N
henrito01,1952,N
rolfere01,1952,N
scottev01,1952,N
willicy01,1952,N
hermaba01,1952,N
nehfar01,1952,N
rixeyep01,1952,N
waltebu01,1952,N
averiea01,1952,N
coopewi01,1952,N
lopezal01,1952,N
peckiro01,1952,N
rommeed01,1952,N
wanerll01,1952,N
chapmbe01,1952,N
combsea01,1952,N
crosefr01,1952,N
durocle01,1952,N
ehmkeho01,1952,N
gonzami01,1952,N
hafeych01,1952,N
jackstr01,1952,N
luquedo01,1952,N
meusebo01,1952,N
milancl01,1952,N
pruethu01,1952,N
ricesa01,1952,N
ruelmu01,1952,N
selkige01,1952,N
southbi01,1952,N
werbebi01,1952,N
wrighgl01,1952,N
deandi01,1953,Y
